review_id,rating,review_text,review_date,helpful
758b0988-552f-4c18-b6fc-a954303ca1d0,1,these app always keep mistaken first always wrong oder and cheat and wrong item delivered always my money waste such that waste company ever the i thought other app is better than this app poor app,2025-11-26 22:32:21,0
4c93a0f9-82f4-4b89-a06b-c71616e15a25,1,"commission is increased way too much, finally I'm uninstalling this greedy app you take commission on every order then you added platform fee now packing charges enough, reply: don't cover up, the price of a you charge 20-30% extra on every item I can prove it",2025-11-26 22:30:34,0
b338ac6b-9605-48f0-957f-ccbc8e251961,1,third class no taste bakwas more expensive,2025-11-26 22:28:38,0
b3518e3f-80e7-4e6d-a6fc-db1dc7502031,1,"No point of having good app, if servicea are bad. Consistently delayed deliveries. Wrong delivery estimate. Add 20-30 mins orn evry order",2025-11-26 22:21:46,0
bb17d5e4-73f3-419f-989b-0d0b0e822854,5,this is amazing food ordering app gave very beautiful and mind blowing offer,2025-11-26 22:14:29,0
45a52846-f3a0-4270-aa96-d913bd78d066,1,"The order was delayed for more than an hour. Had to cancel it, there was absolutely no way to talk to humans. Just chatbot driven. No human touch, pathetic experience",2025-11-26 22:07:55,0
5e157af9-080a-4093-b3e7-590634ee97f1,3,Many times get spoiled food and too costly an takes delivery charge,2025-11-26 22:06:09,0
a666d30e-af10-42f5-b23d-518e451e0c4d,5,wonderful experience.,2025-11-26 22:05:23,0
e4a11c30-89f7-4606-b700-6c3452c4c81b,1,poor delivery service every time they have issues with delivery it's better to switch different app,2025-11-26 22:04:05,0
818320be-1f43-4315-a341-780fe7a01a61,5,its so good,2025-11-26 22:04:02,0
46ca201e-6f47-46f0-a116-7939fdc84001,5,best app and worth it,2025-11-26 21:57:26,0
104e74a3-8129-4cf2-9192-1f669e27ebe3,5,Great 👍,2025-11-26 21:57:26,0
76dfadf3-a3de-47e5-b28b-9e640c70b0da,5,good delivery app,2025-11-26 21:51:41,0
6691f11b-ec88-4c2c-906e-adb587bcc82e,5,Double order being given to delivery agents which delays the order by 30 m in minutes. What's the use of subscribing to Pro when the service is so bad... Please avoid doing this in future.,2025-11-26 21:48:45,0
855a4e02-4883-493f-bf0a-df8ad24ac1c3,5,honest service to give the perfect reviews,2025-11-26 21:46:50,0
baa40ece-b1f7-4c4c-91a9-ccc904b8b0f7,5,nice and good response,2025-11-26 21:46:08,0
bb2a5a90-e195-4a61-98b4-53f019d6729c,1,Worst app and no helpful response from team,2025-11-26 21:45:10,0
f8180778-08ee-41b0-8319-236c1ee20158,5,better than swiggy,2025-11-26 21:42:03,0
1f770c29-6fe5-4a64-a2f0-38c1339b80f0,5,"this app is easy to use , it is awesome, fantastic app . I love this app so much",2025-11-26 21:36:18,0
c4baee26-e5a4-410c-bc1a-47547653f4d9,5,"very useful app,,and fast delivery also,,,",2025-11-26 21:35:12,0
69b88122-fe0a-4679-ab6c-50f752a6325b,5,Superb app but the extra charges are comparatively high,2025-11-26 21:33:02,0
727bdf73-5753-4d38-9c47-e1e9074c9fae,5,Great App for food ordering..,2025-11-26 21:31:36,0
d63eaed7-80b1-41c4-ac86-4557ba438dc2,1,"Zomato has become a fraudulent app. Whenever items are missing from your order and you report it, Zomato just apologises and does nothing. They neither refund your money nor investigate with the delivery partner or the restaurant to find out why the complete order wasn’t delivered.",2025-11-26 21:30:40,0
e6fa7b18-42f1-4688-b7ad-f2182a3343ba,1,There's no way to read any previous customer reviews or look at the uploaded photos...,2025-11-26 21:29:17,9
2afaa20f-c766-43ee-8bdb-323ce684f5f6,1,very irresponsible behaviour towards the client and delivery partner. No aid for delivery partner involved in accident.,2025-11-26 21:28:19,0
a9d5017d-f5d0-4c80-80e8-4249f40ef595,1,always show wrong time im waiting for my order for 1 hour and im seeing arriving in 14 minutes for about half and hour very bad and delivery partner not responding to my messages and call very bad experience,2025-11-26 21:26:40,0
d298a5e3-7a74-4793-9f46-1753a704b664,4,The day I started ordering on zomato I forgot all other apps... Service feels like good quality and quickly.. Please provide more n more offers with suggesting Top restaurants as you already suggested. !Thank you Zomato!👍,2025-11-26 21:24:44,0
109e1e11-9916-4597-9869-c68a63a5d061,4,Nice Service,2025-11-26 21:21:48,0
2c48edd6-401c-4f6a-abfb-c36c5da9716c,1,very bad service .. food was delivered late by 45 mins after the delivery time and was very cold . no proper response when the customer service is contacted . very disappointed and would not recommend.,2025-11-26 21:19:40,0
d23fb7a5-f621-4a6f-a7d1-00e6c04349ef,1,tooooooo much late..,2025-11-26 21:18:49,0
2d75d6b7-fe6b-4a79-bbc6-38a633896705,5,best food,2025-11-26 21:18:49,0
55c9b4e2-ecba-48eb-963c-774c5278dccc,1,The biggest cheater app in Bangalore has enhanced their business only looting money from customers in anyways ... Don't have other options but soon this app will vanish in the market... a lot of competitors are available in Bangalore,2025-11-26 21:18:01,0
dc9da866-a5f5-413f-b807-c0a06988b887,1,worst customer support,2025-11-26 21:17:26,0
69ac4150-ba35-45b8-89d2-00517466fcdf,4,"good app for ordering food,,",2025-11-26 21:14:44,0
59e5babf-4401-4d9f-bfa4-f0f4dc185d7b,5,nice app with zero weakness 👍,2025-11-26 21:12:25,0
36f1c62a-ae90-4846-97c4-532df8e03174,5,Gives delicious and high quality food,2025-11-26 21:11:22,0
44997613-ba0e-4ed0-a3e5-61a6158ced08,5,Good for discounts and offers.,2025-11-26 21:04:59,0
b02651e0-34db-4380-b293-be521d660f8e,5,Good Service!!,2025-11-26 21:04:35,0
a5cb349a-e47c-46e5-b115-b786259ff37d,5,great aap great offer🤤❤️.,2025-11-26 21:01:16,0
b1ce9c41-02d8-4365-bb62-e28b783f3628,5,Good service,2025-11-26 21:01:11,0
c598679c-8706-4018-9d11-4b635476191d,1,fraud restaurant listed on thses app dont download app useless app,2025-11-26 21:01:10,0
9490b5e7-35bb-4499-b1de-9e57bb84c7dc,4,great but some Times offer not to get at the home page or highlight,2025-11-26 20:57:37,0
b33e2e77-33fe-444b-bb99-2f9671572a03,5,beautiful offers they will offer quick delivery 🚚 over all good,2025-11-26 20:57:08,0
1f1a62b5-7c03-45b6-918d-ec2ffc74e4c9,1,canceled my order in last minute when i was in train. after that i was not able to reorder because of network issue. the don't have any call support.,2025-11-26 20:52:30,0
b9778eba-0f12-43ba-9fe3-2b36646db234,4,fast delivery service,2025-11-26 20:52:27,0
db7f63a4-83b0-410f-94f6-c6cbb061c63e,1,very bad app,2025-11-26 20:48:42,0
f7053c83-a56e-4529-9f9c-2218bf43e3e1,4,Good service,2025-11-26 20:46:47,0
83685531-22cb-443e-a714-d63363f2d26f,1,worst delivery app these days taking more time and serving cold food,2025-11-26 20:41:45,0
1b57ac37-bd74-497b-85c9-464db256620b,1,These people are just waiting for people to suck their hard earned money This is the fifth time that they have shown 25mins to deliver and after order it went 79mins people are just thing everyone is stupid here I have not accepted the delivery I belive we should boycott this app waste of money before this they did not delivered order and not even refunded the amount... everyone who is reading this must understand it and try not to use this app at all,2025-11-26 20:36:40,0
c9b190d4-8046-4f72-a1ec-3b97a8264162,4,Good service,2025-11-26 20:24:35,0
e98757c8-0082-4250-b1b2-855636721e29,1,worst app of all food app. why does it charge 100% cancellation charge. can't one change ones opinion and address just after ordering,2025-11-26 20:19:38,0
f6c1f6ca-dbf6-40ff-a4f2-441b48acd198,4,"everything is good only tax is high so after adding tax or GST whatever it is,the price of product becomes costly",2025-11-26 20:19:36,0
3bd7fc04-aa24-4d73-b4c1-61b1bcbfbfdc,5,always on time and ease of menu browsing. good job I have seen the UI design Improve in the past two years. but that vector graphics in negative space have been taken off used to give creative vibes.,2025-11-26 20:16:15,0
0b18b959-749d-4edc-b19e-089cf61e757f,5,super shop,2025-11-26 20:12:58,0
9fe6c913-cbd9-4098-aaf8-5d49cbfdbc4d,5,Great 👍,2025-11-26 20:11:37,0
95e95676-9124-49f8-b2a0-cf505234e1e6,5,OSM.,2025-11-26 20:07:58,0
229a1a4a-cdb2-4328-9ea2-11f69de6ed9d,5,very good delivery on time best quality,2025-11-26 20:05:34,0
5c4c7383-63b9-47d0-9c2c-6c810b4e9d5e,4,good app for food delivery.,2025-11-26 20:01:41,0
c165a046-b965-4b33-af38-4be42127632d,4,Because of on time delivery,2025-11-26 20:00:38,0
bb1e55d6-b702-4175-a463-c1e83d810f41,1,i have to place an order in the zomato and they said if you want any help write us mail !!!,2025-11-26 19:58:12,0
1024f166-f417-4bae-87fe-f2b3e6f29668,5,easy to use,2025-11-26 19:57:38,0
158b7a47-25f9-4892-a033-8e12a1f3964d,4,Prompt Service✨️,2025-11-26 19:55:05,0
df96beab-0fe1-42a2-a0cc-f06de2b3df53,5,Crazy offers and Deals Please do Something about restorent Charges in Bill they cost too much...5 Star For Customer satisfaction,2025-11-26 19:52:29,0
3230b63a-c934-4857-ba3d-f4e962523be4,5,it's very good and delightful to use,2025-11-26 19:49:50,0
ed50b383-52a1-4a96-bb5a-ee817dccae3a,5,good delivery boy,2025-11-26 19:48:47,0
6a842a70-cd40-40dd-9107-ca8973253759,4,sometimes off sometime great wali feeling he 😂❤️,2025-11-26 19:47:01,0
df977b42-6f24-4b50-8c11-4fbdc7788d3b,5,it is very useful for me,2025-11-26 19:46:58,0
d0f5b5d8-9745-4c36-a98d-59b58c17b8ba,5,very good app but I recommend that if you are craving for vada pav so don't order the vada pav from Mumbai vada pav 👍 Some riders are ok ok but Pradeep sir was awesome I ordered mac meal and I request him to some he was very politely saying ok sir date i ordered on26 November,2025-11-26 19:38:31,0
16cc1b16-3d75-415d-b8e5-29f6d85d558e,5,food is nice,2025-11-26 19:37:54,0
c19bb519-8872-463b-ba5c-8ce04dedde4d,1,it's just a business. you can't review to the restaurant where you ordered from. so it's just a business app. i hope better food delivery app comes who is trustworthy and genuine app .,2025-11-26 19:35:03,0
c4912804-7184-4725-a460-b2824f4e8a4f,5,Great app!! nothing more to suggest.,2025-11-26 19:33:48,0
31c9d584-4e49-4ad6-845b-98f2949b4368,3,every thing is good but the good came too late,2025-11-26 19:31:11,0
84e63f25-6f32-4865-b699-7dbfa8d2218e,5,good.yes nice,2025-11-26 19:29:12,0
035db5d0-cb85-475f-a520-13ceaace6591,5,best food app ever,2025-11-26 19:28:54,0
e7abf760-0c76-4ef9-ad73-594f2d384907,5,actually ur staff are very polite and ur biryani is literally amazing ...,2025-11-26 19:27:05,0
9228938d-f36a-4dc7-a5aa-11ec45812118,4,"Good 👍. Please provide video call options for food being cooked, packed and delivery too.",2025-11-26 19:26:26,0
aa4f4cb7-109c-425d-97bb-be94d6043cf6,5,My experience is good and I always want to order from this site,2025-11-26 19:26:20,0
451a430f-69c2-45b4-97ef-fddc9cc69c0c,4,good now and then we go personally,2025-11-26 19:25:09,0
84d138f0-bef2-4623-a37d-cb03c413c7ba,5,giving everytime great offer's.....,2025-11-26 19:24:54,0
e85ddab4-a405-4ff0-a06c-7a7d31ef2f6a,1,after reading news like zomato do it on purpose like making some resturant not taking order etc. this zomato is not trustworthy. i will prefer to use buying from shop then getting shadow experience from zomato where zomato is foooing people just for more profit.,2025-11-26 19:23:59,5
ebc34d3a-f79e-4ac7-9947-57e79d0fb105,5,For hungers best to use and Zomato gives good coupens also,2025-11-26 19:23:54,0
27ccfb5d-5a95-49d9-861a-ce88c55ee918,5,very useful app for train journey 😊,2025-11-26 19:20:23,0
3fd6321f-ec5d-4d0c-af84-d9d0b66134c1,5,very nice app,2025-11-26 19:19:12,0
31d6d6d2-b403-49fc-84c8-01ad7c9279b8,5,So till now this far experience is good,2025-11-26 19:16:25,0
33568ac5-96d3-4ef6-ae4d-f17480b70972,5,fast delivery and super offer,2025-11-26 19:14:47,0
ac6305eb-b246-43ec-b513-f7176121fda9,5,I work for a bank and I see many of the customers getting cheated by uber food app so I want trust worthy zomato to open there service in UK because we see many un Authorize payments leaving there account please open one in UK and no can do it better then indians or ZOMATO,2025-11-26 19:13:59,0
20f452a1-86df-41c7-8204-03fcda4df47b,5,very good with zomato,2025-11-26 19:13:37,0
e48c0f86-666e-4b1c-bda5-c742c0c25d48,5,My experience was very good and I like everything about it.,2025-11-26 19:13:15,0
0f945cf3-0bcb-4a37-9847-655b5c72001d,5,super in food delivery highly recommended,2025-11-26 19:12:43,0
3acd1931-a6d1-42c8-bc98-8736c837f330,4,Good service by Zomato,2025-11-26 19:05:55,0
982b6dd9-b7e3-4235-a851-b753b19e406f,1,I was using zomato gold. it was good but always something happens. Sometimes the order shows reached yet delivered 5-10 min late. and recently my order was 1hr plus late. so I had to cancel my order. Please stop using this app. i had a very bad experience with this app.,2025-11-26 19:04:19,0
9b3cb4c8-45f0-467a-82d9-16701fe5a137,5,Best app for Lazy person.,2025-11-26 19:01:00,0
31cd7c81-c23a-4688-a981-cc715807560d,5,too much offers,2025-11-26 18:59:28,0
b91e87cc-7352-41a3-808e-9df0b6e2bbeb,5,this is great app easy to use and i love logo cafe food a lot I always order from this for parties or normal cravings I just love logo cafe food ♥️,2025-11-26 18:55:58,0
4e49b7a4-44de-4bbe-b0d4-fd06c0ccc5ba,5,it is the best app for buying non-veg items veg items because it delivers fresh items like it is now maded.,2025-11-26 18:53:07,0
e7dc6fb8-a027-42e8-b750-80b617c7625e,1,"First of all you are taking more than the Actual price of the food listed at restaurant Gold membership fee Delivery fee if not gold member Platform fee Now if you are taking more price than actual price, then why platform fee",2025-11-26 18:45:20,0
87f05075-1117-48a9-9cb9-2ba2f497a312,5,nice taste and hygiene food,2025-11-26 18:39:01,0
f8ea3c24-f0b9-4e0b-9f08-3b0d8c85c89f,1,"The worst food delivery app At first it is been really good where at later stages,it started to ignore customer complaints. I have ordered a food and already paid for it,from 20 min to the time delivery changed to 60 min when I tried to cancel the food,order is being cancelled where the money is not being refunded and I'm not even able to get in touch with the customer care where the ai only is answering with their set of questions ,not once but plenty situations happened.worst customer service",2025-11-26 18:23:41,1
4c71e2d7-f4b0-4291-b98a-7239f1b76846,4,short time delivery and enjoy hot and great food packing service,2025-11-26 18:22:16,0
7253d86c-4583-4450-b3eb-f41d3d301ac2,5,Numbers one food delivery app,2025-11-26 18:17:24,0
40a9943e-73c3-4cd9-b7b8-40a3a67a3254,4,"the actual one time I gave zomato a try, they are literally unresponsive in some cases. and to add, the restaurant had asked me to order something else and still hasn't fulfilled the same. Never using the pathetic app again update: after my review, realized that this is more of a feature that they disable for people who haven't used it for a long time. after trying a couple of times, i was able to get my refund.",2025-11-26 18:06:03,0
56eb66f8-beea-48bd-bf62-b63cad4dcfa9,5,this app is really superb the behaviour of staff is alsoo so nice all over the app is best,2025-11-26 18:05:39,0
2d5f197f-d7ea-403f-881f-16270b19b59b,1,zamato very poor service in mera paisa refund nhi kya aur costumer service se coll nhi lagata hai,2025-11-26 18:04:44,0
d03fd0ba-cfc7-4dc2-81b2-bfec4e1fc798,1,"I ordered from kfc but delivery partner never picked up order its delayed about 2 hours still he didn't picked up , they also not assigned new delivery partner , it's happened 2 times , delivery service is wrost",2025-11-26 18:01:46,0
41643797-d8eb-4145-865d-162559243a32,5,great experience in delivering foods on time,2025-11-26 17:56:51,0
a3f3b7a7-15da-4e84-83e8-8d21813a89d8,5,thanks for a help enjoying the test🤤,2025-11-26 17:52:34,0
779027bd-6c8f-4b52-87c3-901d066d2fda,5,it's good,2025-11-26 17:50:23,0
5c567908-fbcb-4a7b-ac2d-f63bdf870cca,5,"This is one of this best app i tried related to food, you need to try this.",2025-11-26 17:49:26,0
d1421383-9881-406b-9882-1e1d4288fcc0,4,so far fit is working fine,2025-11-26 17:48:20,0
7dda50b1-bece-4101-9e1b-f833c59b327c,1,why giving low incentive and low trip charges on zomato delivery partner..??,2025-11-26 17:44:51,0
0b4b2c93-f8d1-43d8-a8e0-d12e665c697e,5,extremely satisfied and good offers!!,2025-11-26 17:08:17,0
d2ace357-48ba-4bae-8da2-bc76d5e07ee3,5,really nice .. I'm loving it!!!!,2025-11-26 17:07:34,0
4c9306b6-30cf-41da-956c-dd9aa6cdc7da,5,Thank you so much Zomato ❤️,2025-11-26 17:02:46,0
3f115988-bd47-49c7-87ac-e2af6de4a255,5,its easy to use,2025-11-26 16:59:06,0
72bc65fb-b4de-4e22-9bfe-96d148b630fa,5,great offer 😍,2025-11-26 16:54:37,0
28f29e58-d3b9-4c69-9132-51933db8fa94,1,totally fraud,2025-11-26 16:53:29,0
650d89e9-8e92-4feb-8c36-9a67c92230fd,5,it's very nice app zomato and really very good taste.🤩♥️,2025-11-26 16:43:23,0
7a365677-4602-4925-9ae1-19802e9504a7,5,superb experience with zomato.received too many offers from zomato.forget Swiggy 😊😊😊,2025-11-26 16:34:55,0
045f6995-2de4-45b1-997f-ffb22a3c9345,1,worst app pls delete and go to shop or restaurant directly they make fool of u . sab bekar and spoiled aayga or fir refund ke naam per coupon pakad diye jayegye arry jab khaane karb aayga toh fir waha se lena kyu hai,2025-11-26 16:34:00,0
dc8892d6-46d9-4126-8278-727d5cb1fe55,5,"the app is use to good, and my experience in mostly good",2025-11-26 16:29:15,0
6c03c185-f3c4-4f44-aeed-d18e027c8e2e,1,"the worst app ever. they used to deliver foods faster before, now it takes atleast 1hr to deliver. Don't order using this app if you are hungry. and they add multiple fees and rack 100 rupees extra just from this and false advertise as free delivery if you buy their gold version. this app is just scam",2025-11-26 16:27:35,0
6c9cb2ed-dff2-4d4f-9cf2-b3889b33ea2f,5,very good and fast tasty delivery app,2025-11-26 16:27:21,0
08946e3d-4ca2-4c6d-9585-3fb03f8a142c,1,"I am a Zomato Gold member and had a very disappointing experience.I placed a food order and was tracking it on the map. The delivery partner went the wrong way, so I called to guide him, but he insisted he knew the route. Zomato assigned him two orders at the same time and asked him to deliver the other one first.Because of this, my entire order reached cold and the butter chapatis were completely soggy. This is not expected from a premium service. Please improve delivery management.",2025-11-26 16:24:40,0
6595ca0a-5611-4478-bb7f-2f87f7881018,5,good all time,2025-11-26 16:19:52,0
e9f7440e-10b7-459e-b67c-30a94b24ef11,5,good for ordering food online in India,2025-11-26 15:57:30,0
bd8a0294-395f-463a-a27a-d6441d8667c1,5,love this app,2025-11-26 15:55:41,0
d1aa5f96-87a4-445e-9956-1f4a0b8ca5cd,5,Lots of Love Zomato❤️,2025-11-26 15:54:26,0
6a3cb5c0-d993-4d72-ad97-3d96a570ef45,1,My every order is getting delays every other day and even Zomato chat declines my request of speaking with an executive. No resolution has been provided. They are just making fake promises.,2025-11-26 15:52:34,0
37429a3a-1f82-4128-9670-73386f4b5b4a,5,it's good at all 😃,2025-11-26 15:46:23,0
3f2486f0-e75c-463c-aa83-d147cbfa5bb1,5,it is better than Swiggy Swiggy can't cancel the orders,2025-11-26 15:42:20,0
a2eb8ac4-1bb5-4811-b0a3-a16fcf21c08a,1,"I eat regulatory from Subway. i usually order from swiggy, however chose to get it from Zomato today. This is the tiniest and slimmest sandwich. i mean, check for urself in the image. there is nothing. i have always got such plump and fat sandwiches from the same outlet whenever I have ordered on swiggy. horrile experience!",2025-11-26 15:40:05,0
9bc8c801-d467-4d0c-87fe-1431f8908bda,5,Good but need more facility and offers,2025-11-26 15:17:41,0
56c3a8c4-0be6-44ec-8be3-6d564e967c9c,5,best Quality 🎀,2025-11-26 15:16:10,0
d0fbddd9-af16-44d5-895d-a9d1f27e007e,1,"seriously too much platform fees & other charges, now zomato is a pickpocketer",2025-11-26 15:09:23,0
f921ec6c-d592-41ad-a7c5-7b4c0f8301c5,4,"Good but price is high for all the food intentionally , then they give coupons to lower the price .",2025-11-26 15:09:08,0
4cab35f9-743c-4af3-97f8-d5dfeb488bc0,5,1st time experience and just for it like best or low quality,2025-11-26 15:04:47,0
4ffdee36-2435-4a4f-b1f5-7e645323ac0e,5,the food is very good,2025-11-26 15:00:07,0
c6979af7-c7a3-4074-b3bc-92efc4628c34,1,very bad service,2025-11-26 14:49:16,0
81d8b523-e4ce-45e5-a3fe-7f3070031ec2,5,i thought zomato is not delevring my location but it does I am so happy but it take too much time either superb!!,2025-11-26 14:44:34,0
8edb880e-dc62-45ef-8dbb-ef71a23b4cac,5,very good service,2025-11-26 14:40:45,0
4701ed4f-c91b-4f2b-970e-a16c3a411349,1,i received spoiled food and received the refund only 50 rs worth 150rs,2025-11-26 14:29:50,0
18963fa2-dc5d-4291-bb4a-5228327befa9,5,Gst rate and platform and delivery fees applied on delivery payment which costs more for minimum order,2025-11-26 14:27:58,0
4f51de1e-02f2-4410-b579-2b9532e42645,4,this app is good but prices are higher than the original price of the restaurant,2025-11-26 14:16:15,0
0c88f038-36d8-4659-a060-5fe69f19be90,4,good and prices are good and even they give coupons also,2025-11-26 14:14:25,0
88518ad1-0f74-4748-90a5-478bf2f7aab0,5,get always better price compare to all other apps,2025-11-26 14:10:32,0
8dbccb58-0565-43a7-8ed9-bcf78d5c620c,5,Nice offers now,2025-11-26 14:07:53,1
e7d522c4-73e2-4bcb-971a-ce017786ed8d,5,this best ever,2025-11-26 14:07:27,0
452332ad-db2c-49c6-bc38-3601bcb4fe73,5,very good service,2025-11-26 14:07:26,0
fb77060c-3ed5-4611-a81e-e98652602e61,5,my experience with zomato was good mr Arvind Kumar delivery agent he is very nice person,2025-11-26 14:07:24,0
62a3ec1e-f739-4d85-b186-fde54988e806,4,prompt response and delivery,2025-11-26 14:00:11,0
de3070ce-eff3-4946-aee1-c4ba5b005203,5,"Nice service and at times we get good discounts also, overall it's nice and helpful.",2025-11-26 13:59:06,0
66ac185c-79e4-4787-b4dd-c9eea47c292c,4,"Zomato never disappoints! My food reached faster than my mood changes 😄 Great service, smooth delivery, and the food was just perfect. If Zomato drops a surprise coupon for loyal foodies like me, I promise my happiness level will rise faster than my hunger level! 🍕🔥",2025-11-26 13:58:46,0
9956d99b-a47a-487f-a6cd-362b47c619d1,5,great price and great service..keep it up,2025-11-26 13:58:18,0
5e355e63-4335-4a45-8c08-4869910c122a,4,This aap is absolutely awesome and amazing,2025-11-26 13:49:59,0
3969b4c0-a652-43c1-908f-9563c30c30e5,5,Little bit slow app but Good for ordering food right sitting @ home..,2025-11-26 13:48:04,0
b32d3103-e8ee-44d1-8177-db6bb14b91dd,5,good ui especially the food rescue idea of yours is awesome...,2025-11-26 13:44:57,0
033c5b59-4c9f-48cb-b708-680b5b536222,1,worst food delivery app ever first they take mony for zomato gold then you order from them and have items missing and they just take your money and say sorry we can't help you trash support,2025-11-26 13:43:04,0
a93812bd-64d1-43a3-945c-1a47505d8538,3,Delicious 😋 food,2025-11-26 13:40:45,0
